time, deviceID, val1, val2
2025-08-04T15:40:13Z, sensor2, 63, 52.73
2025-08-04T16:38:47Z, sensor1, 37, 9.08
2025-08-04T10:46:16Z, sensor3, 83, 79.05
2025-08-04T12:09:01Z, sensor3, 77, 71.21
2025-08-04T15:54:50Z, sensor3, 76, 82.55
2025-08-04T14:25:06Z, sensor2, 55, 47.82
2025-08-04T17:13:41Z, sensor1, 20, 18.32
2025-08-04T16:59:02Z, sensor2, 60, 34.07
2025-08-04T12:05:24Z, sensor1, 50, 5.51
2025-08-04T16:17:55Z, sensor3, 84, 80.86
2025-08-04T17:36:11Z, sensor3, 95, 82.12
2025-08-04T11:36:46Z, sensor3, 85, 87.45
2025-08-04T17:05:24Z, sensor2, 60, 61.26
2025-08-04T12:42:56Z, sensor2, 76, 57.34
2025-08-04T10:47:20Z, sensor1, 30, 13.37
2025-08-04T12:18:17Z, sensor2, 64, 28.8
2025-08-04T13:44:26Z, sensor2, 60, 42.61
2025-08-04T12:09:30Z, sensor3, 99, 85.42
2025-08-04T10:18:38Z, sensor1, 17, 20.44
2025-08-04T13:07:44Z, sensor1, 6, 19.69
2025-08-04T16:08:49Z, sensor1, 41, 11.7
2025-08-04T13:34:57Z, sensor2, 75, 69.14
2025-08-04T17:17:18Z, sensor2, 42, 44.96
2025-08-04T13:40:10Z, sensor3, 98, 93.86
2025-08-04T13:15:29Z, sensor2, 74, 46.5
2025-08-04T16:52:40Z, sensor3, 87, 82.74
2025-08-04T17:04:12Z, sensor3, 97, 85.07
2025-08-04T10:40:01Z, sensor1, 40, 23.24
2025-08-04T15:22:03Z, sensor2, 72, 74.68
2025-08-04T13:12:29Z, sensor1, 23, 13.77
2025-08-04T10:42:24Z, sensor2, 48, 52.76
2025-08-04T10:42:28Z, sensor3, 83, 82.07
2025-08-04T15:27:29Z, sensor2, 72, 44.92
2025-08-04T13:14:27Z, sensor3, 89, 90.01
2025-08-04T13:52:27Z, sensor3, 95, 92.56
2025-08-04T15:13:22Z, sensor2, 44, 40.82
2025-08-04T15:35:29Z, sensor3, 84, 76.85
2025-08-04T14:24:25Z, sensor3, 94, 81.14
2025-08-04T11:12:39Z, sensor1, 29, 3.58
2025-08-04T10:19:46Z, sensor2, 75, 30.59
2025-08-04T12:36:08Z, sensor2, 48, 49.4
2025-08-04T12:42:29Z, sensor3, 89, 73.0
2025-08-04T13:00:52Z, sensor3, 72, 90.37
2025-08-04T15:08:21Z, sensor3, 77, 86.67
2025-08-04T16:50:59Z, sensor1, 14, 11.77
2025-08-04T12:42:05Z, sensor1, 50, 21.14
2025-08-04T13:32:54Z, sensor3, 91, 92.8
2025-08-04T16:24:54Z, sensor3, 92, 80.52
2025-08-04T12:13:40Z, sensor2, 66, 47.83
2025-08-04T12:24:59Z, sensor1, 35, 15.55
2025-08-04T12:01:59Z, sensor2, 45, 65.6
2025-08-04T15:11:53Z, sensor3, 93, 70.95
2025-08-04T12:42:48Z, sensor1, 13, 3.43
2025-08-04T17:37:51Z, sensor3, 73, 74.56
2025-08-04T15:20:21Z, sensor1, 36, 1.52
2025-08-04T14:59:33Z, sensor1, 16, 15.08
2025-08-04T12:31:41Z, sensor3, 93, 98.37
2025-08-04T11:45:25Z, sensor3, 93, 75.47
2025-08-04T17:29:30Z, sensor2, 48, 50.51
2025-08-04T16:22:52Z, sensor2, 63, 62.43
2025-08-04T14:00:47Z, sensor3, 81, 98.91
2025-08-04T13:03:05Z, sensor3, 88, 92.26
2025-08-04T15:14:14Z, sensor1, 19, 10.85
2025-08-04T11:38:50Z, sensor3, 70, 89.23
2025-08-04T14:08:09Z, sensor2, 41, 21.8
2025-08-04T17:46:36Z, sensor2, 75, 56.01
2025-08-04T15:17:43Z, sensor1, 30, 19.25
2025-08-04T16:11:48Z, sensor2, 58, 29.56
2025-08-04T12:12:46Z, sensor1, 8, 14.12
2025-08-04T14:57:57Z, sensor2, 57, 38.39
2025-08-04T14:29:36Z, sensor3, 73, 96.97
2025-08-04T13:04:32Z, sensor3, 94, 80.59
2025-08-04T11:49:11Z, sensor2, 74, 72.48
2025-08-04T13:50:14Z, sensor1, 47, 8.92
2025-08-04T17:09:33Z, sensor1, 13, 15.98
2025-08-04T14:53:06Z, sensor1, 24, 20.19
2025-08-04T16:33:48Z, sensor1, 29, 8.91
2025-08-04T17:36:11Z, sensor1, 49, 15.89
2025-08-04T14:02:17Z, sensor3, 99, 89.7
2025-08-04T12:20:44Z, sensor1, 21, 17.83
2025-08-04T15:59:54Z, sensor3, 80, 88.8
2025-08-04T12:34:44Z, sensor2, 72, 47.09
2025-08-04T15:07:53Z, sensor3, 92, 97.76
2025-08-04T12:41:43Z, sensor3, 97, 75.43
2025-08-04T12:25:42Z, sensor3, 86, 84.55
2025-08-04T14:33:02Z, sensor1, 29, 20.49
2025-08-04T13:44:35Z, sensor3, 84, 83.57
2025-08-04T12:00:03Z, sensor3, 82, 85.62
2025-08-04T11:53:52Z, sensor1, 31, 13.16
2025-08-04T14:52:56Z, sensor3, 83, 95.58
2025-08-04T14:03:16Z, sensor1, 20, 16.72
2025-08-04T15:35:53Z, sensor3, 86, 70.93
2025-08-04T16:30:38Z, sensor1, 16, 20.19
2025-08-04T11:18:29Z, sensor2, 48, 74.33
2025-08-04T17:39:30Z, sensor1, 31, 9.17
2025-08-04T12:03:45Z, sensor1, 0, 22.93
2025-08-04T11:51:03Z, sensor1, 43, 6.4
2025-08-04T16:30:27Z, sensor1, 14, 0.79
2025-08-04T11:02:28Z, sensor2, 41, 62.49
2025-08-04T17:38:37Z, sensor1, 38, 1.62
2025-08-04T13:37:03Z, sensor1, 13, 1.89
2025-08-04T16:10:19Z, sensor1, 48, 11.63
2025-08-04T14:23:13Z, sensor3, 86, 73.3
2025-08-04T11:53:38Z, sensor3, 95, 71.87
2025-08-04T16:28:25Z, sensor1, 2, 8.69
2025-08-04T12:54:10Z, sensor1, 9, 4.15
2025-08-04T14:52:01Z, sensor1, 18, 19.0
2025-08-04T14:27:17Z, sensor3, 84, 79.68
2025-08-04T15:00:19Z, sensor3, 86, 74.59
2025-08-04T15:38:10Z, sensor1, 44, 21.64
2025-08-04T17:37:02Z, sensor3, 79, 87.55
2025-08-04T16:14:14Z, sensor3, 88, 94.68
2025-08-04T14:28:32Z, sensor2, 49, 51.83
2025-08-04T11:10:04Z, sensor1, 16, 9.28
2025-08-04T14:24:38Z, sensor3, 70, 99.28
2025-08-04T16:04:54Z, sensor1, 3, 24.48
2025-08-04T10:51:10Z, sensor1, 11, 6.09
2025-08-04T17:42:21Z, sensor2, 44, 40.2
2025-08-04T15:22:38Z, sensor2, 77, 48.61
2025-08-04T10:10:11Z, sensor2, 71, 28.98
2025-08-04T17:27:25Z, sensor3, 95, 96.65
2025-08-04T10:13:14Z, sensor1, 26, 5.77
2025-08-04T12:02:23Z, sensor1, 6, 4.31
2025-08-04T14:59:48Z, sensor1, 21, 10.67
2025-08-04T10:54:48Z, sensor1, 11, 9.7
2025-08-04T15:18:19Z, sensor2, 41, 60.28
2025-08-04T12:15:54Z, sensor2, 68, 51.44
2025-08-04T11:38:47Z, sensor2, 75, 65.59
2025-08-04T16:23:24Z, sensor1, 25, 10.67
2025-08-04T10:05:46Z, sensor1, 4, 7.06
2025-08-04T15:24:53Z, sensor3, 85, 74.81
2025-08-04T11:52:27Z, sensor3, 95, 83.3
2025-08-04T16:52:01Z, sensor1, 6, 10.49
2025-08-04T14:33:12Z, sensor2, 53, 40.8
2025-08-04T12:39:39Z, sensor1, 2, 9.99
2025-08-04T16:35:38Z, sensor3, 70, 86.0
2025-08-04T11:03:41Z, sensor2, 44, 66.0
2025-08-04T16:30:51Z, sensor1, 31, 0.69
2025-08-04T13:34:31Z, sensor1, 16, 14.11
2025-08-04T14:06:29Z, sensor2, 70, 48.8
2025-08-04T17:29:14Z, sensor3, 90, 88.76
2025-08-04T13:01:23Z, sensor3, 86, 77.75
2025-08-04T17:36:27Z, sensor2, 51, 51.84
2025-08-04T14:14:06Z, sensor3, 80, 85.08
2025-08-04T11:04:03Z, sensor2, 76, 36.92
2025-08-04T14:03:16Z, sensor2, 62, 58.1
2025-08-04T12:20:47Z, sensor1, 38, 20.47
2025-08-04T10:47:40Z, sensor3, 85, 78.29
2025-08-04T14:37:22Z, sensor1, 38, 18.61
2025-08-04T16:39:34Z, sensor3, 76, 71.11
2025-08-04T15:37:18Z, sensor2, 73, 29.27
2025-08-04T14:53:18Z, sensor1, 27, 7.5
2025-08-04T15:28:12Z, sensor2, 76, 29.21
2025-08-04T13:56:46Z, sensor1, 46, 21.15
2025-08-04T11:56:42Z, sensor1, 29, 20.16
2025-08-04T13:23:03Z, sensor2, 51, 64.28
2025-08-04T10:39:26Z, sensor1, 23, 3.79
2025-08-04T17:36:49Z, sensor1, 36, 24.8
2025-08-04T16:43:47Z, sensor2, 51, 68.33
2025-08-04T17:10:58Z, sensor2, 78, 60.03
2025-08-04T11:51:26Z, sensor2, 63, 35.92
2025-08-04T14:49:18Z, sensor2, 47, 30.78
2025-08-04T15:22:19Z, sensor3, 74, 85.48
2025-08-04T12:24:41Z, sensor3, 73, 92.68
2025-08-04T14:14:20Z, sensor2, 54, 56.26
2025-08-04T15:00:15Z, sensor2, 79, 38.73
2025-08-04T17:12:31Z, sensor1, 25, 13.45
2025-08-04T12:51:06Z, sensor1, 37, 8.13
2025-08-04T10:23:09Z, sensor2, 50, 23.94
2025-08-04T11:52:12Z, sensor2, 80, 20.07
2025-08-04T13:11:09Z, sensor1, 16, 12.07
2025-08-04T15:44:54Z, sensor2, 44, 48.46
2025-08-04T14:37:21Z, sensor2, 72, 65.4
2025-08-04T17:06:10Z, sensor1, 6, 24.9
2025-08-04T15:51:36Z, sensor2, 51, 73.75
2025-08-04T17:28:51Z, sensor2, 77, 53.49
2025-08-04T10:55:41Z, sensor2, 76, 71.71
2025-08-04T11:21:14Z, sensor1, 1, 22.38
2025-08-04T15:41:45Z, sensor1, 15, 9.17
2025-08-04T15:59:19Z, sensor1, 24, 4.29
2025-08-04T17:25:00Z, sensor2, 79, 60.47
2025-08-04T14:44:50Z, sensor2, 72, 29.6
2025-08-04T13:41:14Z, sensor2, 75, 24.77
2025-08-04T11:47:55Z, sensor3, 78, 73.98
2025-08-04T12:20:44Z, sensor2, 79, 39.09
2025-08-04T15:21:53Z, sensor1, 40, 7.59
2025-08-04T15:42:32Z, sensor2, 71, 63.83
2025-08-04T16:35:56Z, sensor2, 53, 26.48
2025-08-04T11:29:28Z, sensor1, 50, 11.55
2025-08-04T12:40:29Z, sensor2, 74, 39.08
2025-08-04T17:08:51Z, sensor2, 48, 53.42
2025-08-04T17:20:36Z, sensor3, 98, 83.43
2025-08-04T10:14:56Z, sensor3, 90, 82.86
2025-08-04T11:30:58Z, sensor1, 11, 6.74
2025-08-04T15:20:56Z, sensor1, 29, 20.44
2025-08-04T13:31:15Z, sensor3, 76, 95.59
2025-08-04T15:04:21Z, sensor3, 80, 87.11
2025-08-04T14:37:25Z, sensor2, 54, 29.87
2025-08-04T10:24:52Z, sensor1, 27, 13.11
2025-08-04T17:42:30Z, sensor2, 79, 67.65
2025-08-04T13:29:26Z, sensor3, 89, 79.34
2025-08-04T12:54:52Z, sensor2, 68, 33.83
2025-08-04T13:45:56Z, sensor2, 41, 31.47
2025-08-04T14:02:10Z, sensor2, 75, 24.21
2025-08-04T17:42:46Z, sensor2, 56, 35.06
2025-08-04T17:31:09Z, sensor3, 80, 88.06
2025-08-04T12:11:22Z, sensor1, 29, 9.17
2025-08-04T13:47:53Z, sensor2, 56, 20.86
2025-08-04T13:01:44Z, sensor3, 79, 74.55
2025-08-04T14:26:02Z, sensor1, 4, 0.1
2025-08-04T11:07:00Z, sensor2, 78, 47.83
2025-08-04T12:46:32Z, sensor1, 7, 9.56
2025-08-04T15:22:06Z, sensor3, 98, 75.8
2025-08-04T12:51:54Z, sensor3, 88, 78.48
2025-08-04T13:41:30Z, sensor3, 80, 72.42
2025-08-04T15:16:15Z, sensor3, 84, 94.43
2025-08-04T15:07:38Z, sensor1, 2, 23.82
2025-08-04T13:59:19Z, sensor2, 62, 35.3
2025-08-04T10:40:56Z, sensor2, 48, 26.35
2025-08-04T11:15:28Z, sensor1, 37, 7.49
2025-08-04T15:00:06Z, sensor1, 22, 4.73
2025-08-04T16:20:46Z, sensor3, 76, 71.42
2025-08-04T12:56:08Z, sensor3, 95, 71.67
2025-08-04T16:56:58Z, sensor2, 65, 20.16
2025-08-04T16:21:48Z, sensor1, 5, 8.39
2025-08-04T10:17:42Z, sensor3, 93, 98.01
2025-08-04T12:24:01Z, sensor2, 70, 36.59
2025-08-04T16:00:41Z, sensor1, 17, 4.81
2025-08-04T16:13:22Z, sensor3, 98, 73.35
2025-08-04T13:18:18Z, sensor1, 30, 8.79
2025-08-04T17:25:41Z, sensor3, 76, 92.8
2025-08-04T13:51:33Z, sensor3, 81, 96.02
2025-08-04T16:13:03Z, sensor2, 40, 38.46
2025-08-04T11:15:06Z, sensor2, 62, 65.8
2025-08-04T14:57:09Z, sensor1, 5, 1.45
2025-08-04T17:45:00Z, sensor3, 90, 98.41
2025-08-04T17:20:10Z, sensor2, 62, 46.6
2025-08-04T13:20:25Z, sensor2, 74, 42.81
2025-08-04T12:33:08Z, sensor1, 30, 23.93
2025-08-04T13:33:46Z, sensor3, 95, 73.04
2025-08-04T12:37:50Z, sensor3, 89, 96.64
2025-08-04T14:41:24Z, sensor3, 97, 73.58
2025-08-04T13:39:58Z, sensor2, 73, 24.09
2025-08-04T11:31:08Z, sensor3, 87, 80.98
2025-08-04T10:15:43Z, sensor1, 22, 13.79
2025-08-04T15:56:41Z, sensor2, 40, 42.85
2025-08-04T16:22:21Z, sensor2, 75, 49.89
2025-08-04T16:32:16Z, sensor3, 78, 88.35
2025-08-04T14:41:31Z, sensor1, 30, 1.37
2025-08-04T15:33:46Z, sensor2, 43, 54.97
2025-08-04T15:14:06Z, sensor1, 39, 5.92
2025-08-04T16:34:40Z, sensor2, 68, 45.24
2025-08-04T10:20:53Z, sensor2, 42, 44.33
2025-08-04T15:27:31Z, sensor2, 42, 32.12
2025-08-04T17:48:26Z, sensor3, 88, 71.66
2025-08-04T13:12:21Z, sensor2, 71, 45.72
2025-08-04T10:16:10Z, sensor3, 80, 88.95
2025-08-04T10:20:01Z, sensor2, 51, 57.01
2025-08-04T11:57:35Z, sensor3, 71, 77.35
2025-08-04T10:34:05Z, sensor3, 99, 94.15
2025-08-04T16:59:57Z, sensor3, 90, 89.11
2025-08-04T14:39:56Z, sensor1, 19, 5.02
2025-08-04T14:15:09Z, sensor1, 25, 19.38
2025-08-04T12:59:28Z, sensor2, 74, 62.93
2025-08-04T13:52:05Z, sensor2, 57, 32.04
2025-08-04T14:46:02Z, sensor1, 41, 16.0
2025-08-04T11:38:55Z, sensor3, 86, 98.21
2025-08-04T12:56:53Z, sensor2, 62, 34.75
2025-08-04T12:04:18Z, sensor2, 57, 58.65
2025-08-04T12:39:04Z, sensor2, 61, 42.07
2025-08-04T16:39:55Z, sensor2, 66, 36.93
2025-08-04T13:26:07Z, sensor1, 28, 12.38
2025-08-04T17:12:18Z, sensor1, 33, 16.66
2025-08-04T17:23:42Z, sensor3, 93, 71.91
2025-08-04T14:17:09Z, sensor1, 31, 15.58
2025-08-04T15:33:35Z, sensor3, 100, 84.67
2025-08-04T11:32:07Z, sensor1, 12, 11.98
2025-08-04T11:48:55Z, sensor2, 49, 38.49
2025-08-04T15:20:31Z, sensor1, 15, 23.71
2025-08-04T12:31:05Z, sensor2, 61, 21.07
2025-08-04T14:20:52Z, sensor2, 68, 37.89
2025-08-04T13:57:30Z, sensor1, 48, 19.21
2025-08-04T12:27:59Z, sensor2, 47, 52.48
2025-08-04T16:26:55Z, sensor3, 74, 75.18
2025-08-04T15:51:48Z, sensor3, 97, 97.05
2025-08-04T15:47:09Z, sensor1, 36, 0.04
2025-08-04T11:36:23Z, sensor1, 34, 4.05
2025-08-04T15:36:45Z, sensor1, 36, 3.4
2025-08-04T16:31:44Z, sensor3, 70, 99.19
2025-08-04T12:59:32Z, sensor3, 70, 93.38
2025-08-04T13:48:52Z, sensor3, 96, 79.07
2025-08-04T17:29:42Z, sensor1, 4, 11.05
2025-08-04T15:20:42Z, sensor1, 26, 10.37
2025-08-04T14:10:22Z, sensor3, 94, 83.41
2025-08-04T15:16:34Z, sensor1, 37, 8.01
2025-08-04T10:26:47Z, sensor1, 28, 19.82
2025-08-04T15:09:22Z, sensor2, 71, 49.65
2025-08-04T11:01:04Z, sensor2, 72, 64.16
2025-08-04T12:49:48Z, sensor1, 24, 0.7
2025-08-04T16:42:32Z, sensor2, 70, 23.59
2025-08-04T11:46:10Z, sensor1, 34, 16.44
2025-08-04T14:26:43Z, sensor1, 47, 6.01
2025-08-04T16:50:59Z, sensor2, 67, 63.64
2025-08-04T11:09:13Z, sensor2, 58, 37.05
2025-08-04T14:30:08Z, sensor3, 98, 91.67
2025-08-04T16:25:56Z, sensor2, 53, 73.74
2025-08-04T12:37:36Z, sensor2, 53, 45.28
2025-08-04T12:18:05Z, sensor3, 85, 80.92
2025-08-04T12:10:11Z, sensor2, 56, 69.94
2025-08-04T14:04:17Z, sensor1, 18, 5.31
2025-08-04T16:04:23Z, sensor3, 83, 74.28
2025-08-04T15:44:01Z, sensor2, 40, 21.22
2025-08-04T16:37:33Z, sensor1, 23, 18.23
2025-08-04T10:13:08Z, sensor1, 31, 7.65
2025-08-04T10:44:42Z, sensor2, 70, 38.63
2025-08-04T15:10:08Z, sensor2, 72, 49.46
2025-08-04T16:19:54Z, sensor2, 44, 60.36
2025-08-04T11:33:55Z, sensor1, 42, 18.8
2025-08-04T16:38:20Z, sensor1, 21, 19.06
2025-08-04T16:40:58Z, sensor1, 48, 14.76
2025-08-04T13:51:49Z, sensor3, 100, 71.84
2025-08-04T16:08:04Z, sensor2, 73, 48.59
2025-08-04T13:29:10Z, sensor3, 79, 90.36
2025-08-04T12:27:16Z, sensor1, 20, 24.7
2025-08-04T17:49:01Z, sensor2, 76, 40.88
2025-08-04T11:10:22Z, sensor2, 53, 66.56
2025-08-04T16:41:12Z, sensor3, 75, 99.75
2025-08-04T17:16:57Z, sensor3, 81, 95.4
2025-08-04T10:04:56Z, sensor2, 47, 34.14
2025-08-04T14:24:07Z, sensor1, 14, 12.04
2025-08-04T13:37:24Z, sensor1, 37, 24.9
2025-08-04T14:00:36Z, sensor1, 13, 15.49
2025-08-04T15:48:37Z, sensor3, 95, 82.67
2025-08-04T16:48:23Z, sensor1, 29, 23.28
2025-08-04T16:12:41Z, sensor2, 71, 59.64
2025-08-04T15:54:33Z, sensor3, 98, 97.31
2025-08-04T15:03:19Z, sensor3, 78, 74.68
2025-08-04T17:49:11Z, sensor2, 58, 27.89
2025-08-04T14:31:38Z, sensor3, 71, 85.81
2025-08-04T13:21:42Z, sensor3, 88, 87.77
2025-08-04T16:00:13Z, sensor2, 70, 41.19
2025-08-04T13:02:11Z, sensor2, 49, 60.98
2025-08-04T16:41:24Z, sensor3, 91, 95.01
2025-08-04T12:13:54Z, sensor1, 40, 7.05
2025-08-04T13:22:04Z, sensor2, 74, 67.55
2025-08-04T14:26:59Z, sensor1, 20, 3.59
2025-08-04T13:30:31Z, sensor3, 82, 86.4
2025-08-04T15:32:30Z, sensor1, 11, 20.68
2025-08-04T11:16:09Z, sensor1, 12, 24.99
2025-08-04T17:40:19Z, sensor1, 34, 18.83
2025-08-04T16:56:45Z, sensor3, 95, 81.02
2025-08-04T10:47:53Z, sensor3, 91, 98.9
2025-08-04T17:01:13Z, sensor1, 25, 12.93
2025-08-04T12:04:20Z, sensor3, 92, 72.66
2025-08-04T10:33:31Z, sensor1, 50, 8.82
2025-08-04T16:43:21Z, sensor1, 8, 11.37
2025-08-04T17:22:44Z, sensor1, 32, 5.1
2025-08-04T14:12:48Z, sensor1, 2, 19.17
2025-08-04T16:53:25Z, sensor1, 13, 8.29
2025-08-04T17:34:41Z, sensor2, 45, 44.64
2025-08-04T14:55:22Z, sensor1, 6, 21.3
2025-08-04T12:06:21Z, sensor3, 75, 86.13
2025-08-04T12:51:55Z, sensor2, 66, 39.75
2025-08-04T11:56:22Z, sensor1, 26, 7.98
2025-08-04T12:10:54Z, sensor1, 50, 7.78
2025-08-04T11:11:20Z, sensor3, 73, 98.54
2025-08-04T12:09:53Z, sensor2, 66, 53.07
2025-08-04T17:44:19Z, sensor1, 48, 0.48
2025-08-04T17:36:32Z, sensor2, 65, 29.08
2025-08-04T13:28:16Z, sensor1, 12, 23.22
2025-08-04T12:27:50Z, sensor1, 18, 14.6
2025-08-04T15:42:02Z, sensor2, 47, 42.65
2025-08-04T12:05:54Z, sensor1, 46, 14.18
2025-08-04T14:04:52Z, sensor2, 60, 54.63
2025-08-04T16:24:55Z, sensor3, 79, 86.72
2025-08-04T16:22:39Z, sensor2, 49, 69.05
2025-08-04T14:25:36Z, sensor2, 58, 41.83
2025-08-04T16:22:51Z, sensor2, 57, 48.0
2025-08-04T13:06:37Z, sensor3, 81, 72.3
2025-08-04T16:08:04Z, sensor1, 12, 7.04
2025-08-04T12:20:09Z, sensor3, 88, 94.81
2025-08-04T10:53:50Z, sensor1, 19, 5.63
2025-08-04T15:19:43Z, sensor3, 80, 76.93
2025-08-04T16:13:23Z, sensor1, 30, 0.17
2025-08-04T15:59:12Z, sensor2, 66, 67.99
2025-08-04T14:10:06Z, sensor2, 55, 56.88
2025-08-04T11:28:53Z, sensor3, 87, 94.99
2025-08-04T16:30:26Z, sensor3, 76, 96.63
2025-08-04T14:07:55Z, sensor2, 78, 61.7
2025-08-04T17:14:42Z, sensor3, 76, 73.87
2025-08-04T14:30:31Z, sensor3, 99, 83.22
2025-08-04T15:55:23Z, sensor2, 69, 35.39
2025-08-04T17:23:37Z, sensor3, 92, 94.46
2025-08-04T13:59:06Z, sensor3, 89, 90.25
2025-08-04T15:22:07Z, sensor3, 99, 74.08
2025-08-04T12:25:12Z, sensor2, 47, 71.27
2025-08-04T12:37:25Z, sensor2, 59, 54.1
2025-08-04T17:32:21Z, sensor3, 95, 93.2
2025-08-04T10:31:19Z, sensor2, 45, 73.19
2025-08-04T14:17:56Z, sensor1, 40, 3.19
2025-08-04T10:35:13Z, sensor2, 80, 64.51
2025-08-04T15:31:03Z, sensor2, 42, 33.11
2025-08-04T11:23:05Z, sensor1, 49, 15.24
2025-08-04T16:51:04Z, sensor3, 89, 77.01
2025-08-04T12:23:51Z, sensor2, 51, 35.24
2025-08-04T14:12:15Z, sensor2, 69, 33.65
2025-08-04T10:50:40Z, sensor2, 79, 37.75
2025-08-04T10:59:03Z, sensor1, 34, 5.24
2025-08-04T15:01:11Z, sensor1, 28, 5.16
2025-08-04T11:42:04Z, sensor2, 47, 48.63
2025-08-04T13:41:11Z, sensor2, 58, 39.53
2025-08-04T11:55:29Z, sensor3, 79, 86.6
2025-08-04T11:12:15Z, sensor3, 100, 75.04
2025-08-04T11:48:35Z, sensor2, 46, 39.72
2025-08-04T17:17:27Z, sensor2, 48, 43.16
2025-08-04T13:10:43Z, sensor2, 55, 55.51
2025-08-04T11:08:06Z, sensor3, 99, 98.65
2025-08-04T17:43:30Z, sensor1, 15, 12.96
2025-08-04T16:02:44Z, sensor3, 82, 94.26
2025-08-04T11:50:19Z, sensor2, 62, 56.75
2025-08-04T11:59:55Z, sensor3, 81, 74.29
2025-08-04T17:45:28Z, sensor2, 75, 38.27
2025-08-04T10:44:01Z, sensor1, 35, 16.82
2025-08-04T17:02:15Z, sensor2, 48, 57.36
2025-08-04T14:43:40Z, sensor2, 72, 54.0
2025-08-04T16:45:16Z, sensor2, 72, 30.38
2025-08-04T16:04:31Z, sensor2, 75, 35.1
2025-08-04T12:04:51Z, sensor3, 80, 75.91
2025-08-04T16:20:28Z, sensor1, 3, 8.96
2025-08-04T12:59:36Z, sensor1, 5, 23.18
2025-08-04T15:32:20Z, sensor1, 3, 4.75
2025-08-04T16:20:48Z, sensor2, 50, 56.35
2025-08-04T13:21:54Z, sensor3, 83, 95.45
2025-08-04T11:18:47Z, sensor1, 13, 7.14
2025-08-04T10:02:36Z, sensor3, 71, 84.87
2025-08-04T11:26:21Z, sensor1, 27, 17.72
2025-08-04T11:45:21Z, sensor3, 83, 98.78
2025-08-04T10:30:54Z, sensor3, 86, 82.66
2025-08-04T12:28:59Z, sensor2, 79, 40.52
2025-08-04T11:32:14Z, sensor2, 73, 59.92
2025-08-04T10:40:43Z, sensor1, 17, 4.1
2025-08-04T15:33:06Z, sensor1, 3, 15.63
2025-08-04T16:52:02Z, sensor2, 58, 53.27
2025-08-04T16:14:58Z, sensor3, 72, 73.53
2025-08-04T12:00:29Z, sensor1, 49, 7.96
2025-08-04T17:44:12Z, sensor2, 63, 42.59
2025-08-04T13:46:03Z, sensor2, 80, 64.04
2025-08-04T15:33:00Z, sensor2, 79, 65.29
2025-08-04T14:16:27Z, sensor3, 98, 83.91
2025-08-04T13:43:59Z, sensor3, 85, 87.16
2025-08-04T14:11:05Z, sensor3, 97, 84.14
2025-08-04T11:39:07Z, sensor2, 45, 55.0
2025-08-04T17:02:11Z, sensor3, 96, 95.84
2025-08-04T11:17:47Z, sensor3, 99, 91.91
2025-08-04T11:36:57Z, sensor2, 58, 57.29
